53	11014
55	28557
66	5888
66	13857
66	83971
66	78085
66	20065
66	4620
66	9102
66	6196
66	80920
66	81017
104	6229
104	31894
142	13859
142	3174
142	15979
142	27707
142	494
142	21275
142	49502
145	29913
147	80341
149	8256
149	14574
156	28917
156	20190
159	95840
159	91650
159	91652
159	77898
159	53583
159	13082
159	82494
163	27470
163	6710
163	77165
165	30544
165	79815
165	93129
165	27050
165	13143
165	34191
165	83589
165	85554
165	40244
165	35637
165	21463
165	79839
165	19647
166	2899
169	9889
169	25339
169	81767
170	24297
170	10484
170	6695
171	29713
171	24474
181	49699
181	29796
181	96614
181	79176
181	9902
181	8783
181	13123
181	33428
181	31958
181	7444
181	15038
186	29600
186	96210
186	25907
186	24133
187	3650
187	61102
188	16196
188	26853
188	30667
188	21614
188	12692
188	26648
188	12542
188	1471
191	28161
191	5972
191	30485
191	5144
191	20505
191	31869
192	3872
192	7717
192	21481
192	366
192	7695
192	96721
192	17625
192	10941
193	11917
196	80267
198	76816
212	5801
212	31043
212	33639
212	11912
212	26121
212	10605
212	78659
212	10004
212	13141
212	29270
212	23897
212	32056
212	1753
212	830
214	21238
214	5612
214	9517
219	33792
219	26733
219	12880
219	9298
219	21470
222	30657
222	12770
222	15875
222	33500
222	48006
222	8040
222	15017
222	93162
222	22543
222	6008
222	27865
222	47994
222	19004
222	18589
224	104705
224	14850
224	11524
224	261
224	16903
224	24841
224	30474
224	21643
224	19212
224	98189
224	91629
224	91664
224	32785
224	12955
224	18567
224	77530
224	84510
224	96799
224	15899
224	9392
224	82211
224	12324
224	35750
224	9255
224	83880
224	27744
224	30506
224	12679
224	77544
224	29255
224	26800
224	32946
224	26683
224	30538
224	77502
224	26432
224	35649
224	93381
224	4769
224	77512
224	13386
224	13431
224	29525
224	35799
224	77528
224	44122
224	26462
224	26853
224	96609
224	82406
224	96614
224	14567
224	19304
224	78186
224	19051
224	29549
224	496
224	23025
224	103926
224	23031
224	5753
224	30843
225	21920
225	8302
225	32758
225	24024
225	25022
227	33796
227	21381
227	26758
227	95368
227	97196
227	103437
227	38286
227	97197
227	33428
227	103061
227	103062
227	103067
227	22558
227	38299
227	5796
227	96817
227	23080
227	95018
227	23273
227	30124
227	80173
227	95023
227	97584
227	11697
227	81336
227	15033
227	18621
227	3646
227	9282
227	85700
227	11718
227	6343
227	96456
227	25034
227	25550
227	31061
227	103514
227	23133
227	98910
227	64865
227	64868
227	112870
227	94313
227	23463
227	79085
227	111470
227	36136
227	111475
227	79081
227	17021
227	38270
227	35199
238	34120
238	93985
238	9256
238	332
238	54638
238	2449
238	26778
241	104154
241	18916
241	47853
241	102781
250	260
250	29767
252	97666
252	77109
259	24253
260	79020
260	29767
261	23938
261	8710
261	30474
261	33549
261	14876
