27	3010	2
28	1351	4
28	1917	2
28	638	2
28	1233	2
28	1662	4
28	3239	5
28	2000	2
28	1508	27
28	1426	2
28	2863	2
28	2398	2
28	28	1
28	1431	4
29	734	13
29	2263	2
29	2020	5
29	29	2
30	2361	4
30	1594	16
30	3079	3
31	2673	2
31	527	2
31	1080	2
31	2947	5
31	2790	3
31	209	2
31	574	2
31	1425	2
31	789	2
31	3287	2
31	2739	2
31	655	2
31	1622	2
31	268	2
31	2916	2
31	2259	2
31	1884	2
31	2478	2
31	274	2
31	665	2
31	1135	2
31	3239	2
31	1049	2
31	216	2
31	285	3
31	1954	2
31	2624	2
31	2148	2
31	31	1
31	227	2
31	333	3
31	2677	3
31	184	2
31	806	2
31	866	2
31	3264	2
31	1170	2
31	1361	3
31	194	2
31	513	2
31	48	2
31	694	3
31	1124	2
31	361	3
32	3157	2
32	1867	2
32	1126	41
32	585	2
32	2677	3
32	1663	10
32	2821	3
32	1566	2
32	212	2
32	213	10
32	1823	2
32	1667	2
32	426	3
32	218	3
32	2162	13
32	2163	11
32	77	3
32	2329	5
32	2438	4
32	1638	3
32	1220	21
32	32	6
32	2708	4
32	1648	2
32	1116	3
32	3266	2
32	345	3
32	2499	3
33	3173	6
33	3033	10
33	2099	16
33	1503	9
33	2865	3
33	673	4
33	718	7
33	708	26
33	33	1
33	2677	4
33	2567	8
33	3242	8
33	1338	15
33	556	2
33	309	2
33	71	12
33	437	2
33	609	2
33	1648	8
34	81	5
34	3029	2
34	2510	4
35	1238	11
35	1616	6
35	2597	11
35	296	10
35	2984	5
35	3238	3
36	2164	7
36	2247	9
36	415	9
36	1034	21
36	1825	9
36	2050	9
36	168	7
36	3292	10
36	849	8
36	3190	7
36	1144	12
36	3069	10
36	1730	9
36	1485	9
36	1732	13
36	2841	11
36	3309	10
36	2278	7
36	2440	3
36	36	7
36	2341	15
36	1632	8
36	2176	4
36	3316	8
36	3092	34
36	95	10
36	1071	12
36	1739	7
36	3149	7
36	201	7
36	202	10
36	1865	2
36	2408	8
37	2365	4
38	978	2
39	343	3
39	2116	12
39	2248	4
39	137	15
39	39	14
39	1795	5
39	2346	3
40	1254	19
40	2346	2
41	2772	2
41	1309	2
41	1328	3
1617	2545	2
44	2221	3
44	2959	3
46	2661	3
46	2913	22
46	1453	3
46	2596	9
47	47	1
47	999	2
47	1577	12
117	66	5
117	380	13
117	117	5
117	2053	3
48	882	7
48	2790	2
48	3160	2
48	2677	9
48	1662	3
48	574	2
48	1508	2
48	3287	2
48	2739	2
48	1286	2
48	2916	3
48	2259	2
48	847	3
48	2687	11
48	665	2
48	1135	2
48	3239	2
48	1049	2
48	216	2
48	285	3
48	2119	4
48	2223	3
48	625	3
48	1801	3
48	650	4
48	1688	3
48	806	2
48	2398	2
48	1917	2
48	1069	2
48	194	2
48	2992	2
48	513	2
48	3276	2
48	48	2
48	524	4
48	361	2
576	2624	2
576	2208	3
576	1878	2
576	936	4
576	2322	2
576	172	2
576	809	12
576	693	2
576	2071	3
576	603	2
576	731	3
576	513	8
576	1265	2
576	576	1
576	2983	2
576	1759	5
576	1558	2
576	2132	3
576	906	4
576	287	2
50	746	2
50	790	2
50	1928	2
50	2306	2
50	612	3
50	2566	2
50	574	4
50	1425	2
50	776	2
50	655	4
50	1571	5
50	804	2
50	2476	2
50	270	2
50	1013	2
50	661	2
50	171	2
50	1135	5
50	1434	2
50	2170	5
50	385	2
50	2158	3
50	2813	2
50	1739	2
50	2342	2
50	2542	2
50	1217	2
50	1403	2
50	1595	2
50	1855	2
50	2999	2
50	1170	3
50	1173	2
50	3145	3
50	2724	2
50	152	2
50	2036	2
50	2365	2
50	2297	2
50	50	1
51	744	3
52	2875	3
52	52	5
52	2332	3
52	1004	2
52	2976	4
52	1470	2
52	3278	5
52	449	9
52	322	2
52	3024	3
52	2596	7
52	1480	2
52	380	11
52	2432	4
52	981	2
52	2421	6
52	1957	3
52	2031	4
52	3020	3
52	2205	3
53	2928	5
53	2531	2
53	2703	5
53	2369	2
53	1005	4
53	1128	5
53	2167	5
53	2840	5
53	159	3
53	1970	2
54	917	5
54	54	1
54	2369	2
54	1128	5
54	1816	2
54	115	7
54	2601	5
54	583	2
54	2696	2
55	1613	2
56	81	12
56	3029	2
56	573	4
56	2346	2
56	3071	2
57	2234	3
57	1003	3
57	1514	2
58	611	5
58	2790	7
58	928	5
58	1233	5
58	1131	5
58	58	8
58	1818	10
58	418	6
58	3061	5
58	896	6
58	2683	5
58	2801	6
58	1430	6
58	1884	12
58	3294	5
58	3221	5
58	3124	5
58	1482	5
58	3125	5
58	2487	5
58	2006	5
58	2171	5
58	2860	6
58	2013	5
58	1103	5
58	2592	5
58	1157	5
58	2538	7
58	1801	6
58	3324	8
58	241	5
58	2589	6
58	1069	4
58	1362	5
58	1550	7
58	2236	5
58	580	6
58	2422	6
60	1732	3
60	1003	2
60	274	2
60	619	2
60	3012	2
60	361	10
61	1442	3
62	1186	3
62	1453	6
62	1874	4
63	3240	4
63	1352	3
63	1577	14
64	2158	2
64	1316	3
580	262	2
580	1260	6
580	2677	2
580	348	8
580	1508	21
580	2900	5
580	655	10
580	422	3
580	1996	2
580	224	2
580	379	3
580	3090	2
580	2639	2
580	285	3
580	332	5
580	1444	2
580	2061	2
580	3041	2
580	2776	3
580	1431	7
580	825	2
580	512	2
580	580	1
580	1310	3
580	3310	2
580	2888	2
580	524	2
66	972	3
66	205	3
66	1502	7
66	1869	12
66	2045	3
66	1614	5
66	976	10
66	1132	10
66	3167	12
66	1382	2
66	329	32
66	66	2
66	1927	3
66	2053	5
66	608	7
66	223	5
66	2488	9
66	1344	5
66	716	3
66	442	27
66	1442	2
66	561	3
66	404	2
66	2704	19
66	2539	12
66	2677	4
66	2346	6
66	1951	4
66	593	7
66	2235	6
66	3320	3
66	2360	4
66	2189	2
67	1867	3
67	67	2
67	585	6
67	397	8
67	1663	7
67	253	5
67	1256	2
67	1087	4
67	1528	4
68	184	14
68	536	10
69	709	2
69	2227	11
70	2595	7
70	1995	6
71	386	2
71	708	3
71	2644	2
71	2228	2
71	686	2
71	3320	2
71	2015	2
71	838	5
71	3258	8
71	1745	2
71	437	8
71	609	5
71	1648	10
72	72	1
72	2031	9
73	1181	6
73	404	4
74	420	5
74	2545	3
74	2272	8
74	108	6
74	2471	3
75	1783	11
75	651	9
1431	1814	9
1431	312	2
1431	1233	5
1431	1157	2
1431	1662	3
1431	1508	39
1431	1426	6
1431	1427	2
1431	2951	4
1431	2204	4
1431	655	3
1431	1038	2
1431	709	8
1431	422	2
1431	3239	3
1431	1047	2
1431	638	2
1431	3123	4
1431	1893	2
1431	3177	3
1431	1728	4
1431	3246	2
1431	1899	2
1431	2863	14
1431	181	7
1431	1961	3
1431	2594	4
1431	2985	3
1431	1431	7
1431	301	2
1431	453	2
1431	1917	7
1431	2779	3
1431	825	3
1431	1069	11
1431	882	4
1431	1321	4
1431	2000	2
1431	1569	2
1431	307	2
1431	1368	2
2764	2928	3
2764	718	14
2764	1448	3
77	2757	8
77	1467	6
77	468	3
77	1126	6
77	2162	12
77	3216	3
77	1480	5
77	486	7
77	2109	3
77	1648	21
77	331	3
78	972	11
78	1027	14
78	3008	5
78	2511	4
78	3166	8
78	1822	3
78	278	2
78	3295	2
78	836	2
78	2106	7
78	221	4
78	3299	3
78	2055	9
78	671	3
78	1896	2
78	330	5
78	2643	15
78	1004	12
78	1159	8
78	2339	26
78	2491	7
78	2769	2
78	2343	6
78	1302	7
78	955	15
78	1491	3
78	1648	12
78	2031	23
78	2358	2
78	1309	3
78	196	19
78	197	4
79	1068	6
1624	2346	2
81	1375	4
81	3234	5
81	2837	13
81	2734	4
81	1190	4
81	2816	3
81	1566	5
81	2569	10
81	2901	4
81	420	4
81	1145	4
81	423	11
81	1489	5
81	170	3
81	320	11
81	707	3
81	2482	8
81	602	3
81	3026	4
81	1246	3
81	1463	5
81	2858	7
81	3029	6
81	1581	5
81	2937	6
81	2973	5
81	2330	5
81	1958	7
81	2059	8
81	1154	5
81	2596	4
81	1645	3
81	2037	2
81	394	4
81	1330	3
81	186	4
81	2709	7
81	1257	6
81	1594	9
81	2346	4
81	1854	3
81	823	6
81	2266	3
81	3139	3
81	839	3
81	2825	3
81	3319	4
81	783	5
81	406	5
81	462	5
81	1000	5
81	463	3
81	829	8
81	2505	2
81	153	5
81	3153	5
81	2311	8
82	1613	2
82	82	1
83	1054	7
83	1467	5
83	697	2
83	3295	3
83	3255	2
83	1663	10
83	2768	21
83	2445	3
83	2109	3
83	2346	6
83	1648	4
84	734	15
84	2263	2
84	327	7
84	3187	2
84	2959	5
85	2581	3
85	85	1
85	1781	3
85	2738	3
85	1792	2
86	1924	7
86	745	6
86	2944	2
86	2836	3
86	1421	3
86	2792	7
86	2420	3
86	574	4
86	1396	2
86	473	2
86	1283	3
86	316	9
86	1716	6
86	1718	3
86	2430	3
86	1435	4
86	2692	3
86	2759	5
86	2058	15
86	2893	4
86	2677	5
86	86	7
86	3259	4
86	806	7
86	1322	2
86	1800	5
86	2197	2
86	2230	6
86	1188	2
86	2609	4
86	2994	3
86	194	4
86	2035	4
86	1604	3
86	2783	2
87	1254	17
88	1900	11
88	1998	9
88	2673	3
88	1613	2
88	1599	4
88	2677	3
88	2813	7
88	274	3
89	782	2
89	1137	9
89	89	2
90	734	13
90	327	8
90	516	6
90	1357	2
90	115	6
91	1503	3
91	768	6
91	590	5
91	3166	3
91	1778	6
91	217	30
91	3175	35
91	325	35
91	494	13
91	447	3
91	1902	3
91	2285	5
91	2597	12
91	2771	7
91	2282	3
91	3313	3
91	2452	10
91	1369	10
91	457	63
91	1554	3
91	635	3
91	2151	7
91	2697	2
91	1863	3
92	1934	3
92	478	2
92	1783	9
92	2931	2
92	651	9
93	2964	7
93	2341	6
94	823	2
94	748	2
94	2564	2
94	3164	4
94	1934	2
94	994	2
94	238	2
94	1179	2
95	2164	2
95	2247	4
95	415	2
95	1034	5
95	1144	2
95	2516	3
95	1825	3
95	2050	2
95	1884	2
95	3292	2
95	849	2
95	3190	2
95	1094	3
95	3069	3
95	1730	4
95	1485	5
95	1732	5
95	2841	6
95	3309	6
95	2015	3
95	2677	3
95	2440	4
95	2341	11
95	1632	2
95	1355	2
95	168	2
95	2176	5
95	3316	4
95	1649	2
95	1068	4
95	3205	5
95	95	1
95	1071	7
95	3092	25
95	1739	2
95	3149	2
95	202	3
95	1865	2
95	2408	2
96	2043	7
96	2677	4
96	96	1
97	945	2
97	1056	13
97	97	2
98	468	2
98	304	3
98	2735	22
98	98	4
98	1244	3
98	1382	2
98	1667	5
99	573	4
99	3273	2
99	2596	4
99	99	3
99	2626	2
99	1594	16
100	917	5
100	583	2
100	1442	6
101	454	2
102	1577	5
1628	1442	6
104	1900	15
104	2673	7
104	1029	9
104	3022	18
104	3266	4
104	1425	11
104	1037	6
104	2744	4
104	664	4
104	2850	9
104	1894	10
104	128	21
104	1293	11
104	1998	12
104	2975	12
104	2919	19
104	2920	8
104	1793	7
104	1689	11
104	3264	13
104	507	11
104	628	6
104	1548	10
104	1414	13
104	740	9
104	104	5
104	1556	8
104	2085	17
621	3235	2
621	3157	6
621	3104	2
621	3129	2
621	1031	12
621	2686	2
621	2382	4
621	1201	2
621	1104	3
621	254	12
621	283	11
621	621	2
621	1594	2
621	1813	10
106	2163	5
106	2048	5
106	3311	6
106	2849	2
107	664	4
107	866	3
107	107	2
107	3017	5
2769	2031	7
2769	221	6
2769	2769	4
2769	142	6
2769	1491	2
109	109	4
109	969	4
109	1138	4
109	1186	4
109	231	3
109	678	3
109	1090	4
109	1051	3
109	3132	9
109	3204	3
109	266	3
109	741	3
109	2515	3
109	2969	4
109	2084	3
109	1611	4
110	2438	11
110	1003	4
110	1648	15
110	3175	3
110	2704	3
110	1123	3
110	725	3
110	2544	7
110	2697	13
110	1638	3
110	831	9
111	2158	3
112	2913	4
112	112	2
113	2341	6
114	1346	6
114	3189	9
114	2677	3
114	1919	2
114	3171	2
114	2325	17
114	1769	3
114	114	4
114	2897	2
114	1774	2
114	1178	5
114	2681	6
114	1605	2
114	2111	2
115	2671	7
115	835	6
115	2464	8
115	748	10
115	1279	6
115	3164	6
115	868	5
115	1934	10
115	1381	7
115	2899	7
115	3062	6
115	560	6
115	371	6
115	1690	5
115	848	6
115	439	4
115	2263	7
115	276	6
115	994	10
115	2564	10
115	607	6
115	2696	7
115	1786	4
115	1957	8
115	2059	4
115	1153	6
115	1005	7
115	908	7
115	817	7
115	1010	7
115	238	10
115	1114	6
115	626	5
115	3070	6
115	1509	4
115	2971	6
115	1179	10
115	521	7
116	2685	3
116	420	6
116	2982	2
709	2089	2
709	1508	22
709	1184	3
709	422	2
709	638	3
709	3294	3
709	484	4
709	1383	2
709	2808	3
709	2863	5
709	2390	2
709	336	3
709	1691	2
709	2227	4
709	450	2
709	915	2
709	2398	6
709	1917	3
709	1069	2
709	2826	2
709	514	3
118	2008	5
118	118	11
118	2185	26
118	635	3
118	296	15
119	1326	3
119	2945	3
120	895	4
120	120	1
121	2438	3
121	121	1
122	3266	9
122	2259	3
122	3203	5
122	122	1
122	3239	12
122	2000	2
122	1508	28
123	826	4
123	3182	5
123	1783	10
827	2409	9
827	2043	7
827	2467	4
827	3163	4
827	239	8
827	2048	11
827	2102	3
827	181	5
827	808	4
827	1049	6
827	2857	3
827	3075	4
827	2006	7
827	1207	4
827	2008	3
827	2592	4
827	1057	5
827	2064	4
827	2539	8
827	1216	4
827	2540	5
827	2816	2
827	1113	7
827	865	8
827	2346	2
827	506	4
827	625	6
827	2779	4
827	1550	5
827	2755	9
827	1427	6
125	1855	2
125	1181	6
125	746	2
125	1013	2
125	152	2
125	404	4
125	2306	2
125	2813	2
125	1425	2
125	1739	2
125	1403	2
125	2365	2
125	2999	2
126	1869	2
127	577	4
128	2672	16
128	2673	9
128	1029	8
128	747	3
128	1613	6
128	209	2
128	574	3
128	1508	5
128	1818	43
128	1425	16
128	1037	12
128	655	32
128	1900	22
128	1622	2
128	268	2
128	2259	13
128	217	2
128	1414	18
128	274	2
128	2264	2
128	2975	10
128	2850	15
128	1894	11
128	1135	13
128	3239	10
128	2690	3
128	1049	2
128	1310	8
128	3179	22
128	128	11
128	740	11
128	384	25
128	1359	3
128	1293	12
128	1344	8
128	1998	24
128	3128	3
128	2058	17
128	2117	13
128	181	4
128	2919	15
128	3082	14
128	1801	2
128	2342	2
128	1793	12
128	1884	8
128	1689	8
128	1452	8
128	2133	6
128	2283	3
128	3264	16
128	625	3
128	628	8
128	3022	12
128	2661	5
128	2610	8
128	472	4
128	2000	12
128	2360	14
128	2048	9
128	1759	3
128	1556	14
128	2085	17
586	1460	2
586	2379	3
586	1606	2
586	420	12
586	108	7
130	130	6
130	1056	13
132	1116	2
132	2714	4
132	2322	2
132	1558	3
587	2379	3
587	2575	2
587	420	10
587	1252	4
587	108	9
587	998	10
587	331	2
135	2046	3
135	2470	7
135	1338	2
135	1344	3
135	579	5
1118	1118	2
1118	2913	16
1118	2596	8
137	2885	7
137	3004	10
137	1609	12
137	1085	11
137	2413	11
137	1943	4
137	2046	5
137	1663	2
137	438	11
137	535	12
137	1874	5
137	895	7
137	1835	10
137	1715	11
137	1514	5
137	1999	2
137	1673	7
137	483	8
137	2997	11
137	999	12
137	714	7
137	3186	12
137	2536	6
137	2363	13
137	3082	5
137	2124	7
137	137	9
137	2248	30
137	2343	15
137	1795	7
137	142	3
137	2346	2
137	343	13
137	345	28
137	3200	5
137	404	13
137	1751	3
137	828	16
137	1309	12
137	766	4
137	2143	9
137	879	4
137	1557	4
139	139	8
139	1056	15
139	2607	3
139	2596	8
140	2515	5
140	711	2
140	1447	2
141	843	4
141	2745	3
141	1459	5
141	1419	8
141	1577	6
141	2250	7
141	2360	4
141	141	7
141	2346	2
142	80	2
142	1705	5
142	1884	2
142	147	23
142	1220	15
142	142	1
142	2046	11
142	564	17
142	2248	8
142	1577	13
142	3208	7
142	3152	3
142	1656	6
142	214	9
142	1715	10
142	696	9
142	714	6
142	1368	2
143	1508	2
143	2677	2
143	143	1
144	2438	12
144	976	5
145	220	4
145	659	3
145	834	2
145	1765	3
145	3191	4
145	2793	2
145	701	2
145	2269	2
145	1836	2
145	2844	2
145	2955	2
145	1596	2
146	887	9
146	2477	10
146	2233	13
146	1549	5
146	768	8
146	782	8
146	854	8
146	391	2
146	937	10
146	2352	3
146	2652	9
146	1756	10
146	2771	10
146	1449	17
146	982	11
146	2511	8
146	2346	5
147	155	3
147	1183	3
147	3222	4
147	2889	3
147	2248	7
147	1236	4
147	2741	3
147	1715	8
147	2574	9
147	2956	7
147	2209	4
147	906	11
147	2966	3
147	794	7
147	3256	3
147	564	6
147	2179	4
147	1448	6
147	2132	7
147	2133	7
147	1228	4
147	3274	3
147	3209	4
147	2363	8
147	1025	3
147	696	3
147	744	5
148	2438	2
148	573	2
148	1999	2
148	2246	2
148	2415	2
148	1027	2
148	2293	2
2679	1460	2
2679	1999	2
2780	468	28
2780	1126	9
2780	263	4
2780	1186	2
2780	2162	15
2780	3216	2
2780	486	4
2780	384	6
2780	1966	20
2780	329	14
2780	2438	4
2780	1902	21
2780	2221	8
2780	2597	4
2780	567	3
2780	296	2
2780	1648	7
2780	733	5
2780	459	9
2780	2780	1
2780	2358	4
150	1408	2
281	188	3
281	2595	5
281	2246	3
985	1659	5
985	1989	7
985	129	5
985	449	7
985	2890	7
985	1750	6
985	3231	7
985	985	12
985	322	6
985	279	12
985	669	5
985	1631	6
985	1392	6
985	324	3
985	1347	6
985	2593	5
985	607	9
985	1100	11
985	1254	37
985	1341	5
985	730	6
985	3088	8
985	824	5
985	1458	5
985	2875	6
985	1336	8
985	403	6
985	2186	5
985	1600	5
985	353	5
985	196	8
985	1366	4
985	1555	5
151	3115	2
151	2167	4
152	1026	2
152	2410	2
152	2943	2
152	746	2
152	790	2
152	1300	2
152	2481	2
152	364	2
152	1928	2
152	3162	2
152	1130	2
152	2736	2
152	1933	2
152	979	2
152	2842	2
152	1434	2
152	3159	2
152	1511	2
152	3113	2
152	954	2
152	2828	2
152	804	2
152	2158	2
152	1719	2
152	661	2
152	171	2
152	207	2
152	375	2
152	2579	2
152	1945	2
152	382	2
152	924	2
152	1587	2
152	328	2
152	2859	2
152	2529	2
152	810	2
152	3052	2
152	2342	2
152	3291	2
152	1640	2
152	1006	2
152	385	2
152	890	2
152	2811	2
152	2653	2
152	2979	2
152	1274	2
152	2599	2
152	105	2
152	2542	2
152	1217	2
152	776	2
152	396	2
152	1323	2
152	2344	2
152	3083	2
152	1595	2
152	3315	2
152	2987	2
152	2566	2
152	1493	2
152	1457	2
152	2402	2
152	1170	2
152	1173	2
152	3318	3
152	3002	2
152	3145	2
152	2498	2
152	1752	2
152	2667	2
152	2829	2
152	2036	2
152	2310	2
152	2831	2
152	1229	2
152	2103	2
153	2684	12
153	2532	3
153	1042	17
153	1871	11
153	874	7
153	2912	6
153	1186	3
153	2328	15
153	254	26
153	153	4
153	1025	5
153	2346	3
154	1199	5
154	2745	4
154	714	4
154	2389	2
155	155	1
155	2043	9
155	630	2
155	1577	9
155	1876	15
155	397	13
3304	2542	3
156	1251	3
156	2959	5
156	734	15
156	2199	4
156	516	9
156	324	2
156	1341	5
156	2474	2
156	2154	2
157	157	1
157	3182	5
157	1783	13
724	3023	2
724	1509	14
724	2146	2
724	3155	2
724	1416	4
1121	734	16
1121	327	5
1121	2596	5
1121	1021	6
161	2379	3
161	1460	2
161	2265	2
161	2471	2
161	296	3
161	161	1
161	2743	2
161	420	9
161	108	7
162	2438	4
162	999	3
162	162	1
162	1638	3
163	2799	3
594	826	2
594	1783	10
165	2221	4
165	3175	4
165	2052	2
165	1615	2
165	2000	3
165	1508	3
165	581	2
166	2358	4
167	1634	3
168	3190	2
168	2247	2
168	415	2
168	1034	5
168	2150	3
168	1825	3
168	2050	2
168	168	1
168	3292	2
168	849	2
168	2164	2
168	1144	2
168	3069	3
168	1632	2
168	1485	2
168	2697	2
168	1732	5
168	2841	3
168	862	2
168	2341	4
168	1730	2
168	3199	2
168	3092	6
168	1739	2
168	3149	2
168	2293	2
168	202	3
168	2408	2
169	404	4
170	468	5
170	2923	2
170	2821	5
170	1777	19
170	1995	3
170	2032	3
170	2228	7
170	3175	2
170	3024	2
170	1327	4
170	673	13
170	390	3
170	2221	44
170	909	9
170	1111	4
170	2068	3
170	1318	3
170	1302	2
170	1970	3
170	1856	2
170	3215	2
170	1975	2
170	1412	3
170	3211	3
170	2237	4
170	826	3
170	2615	3
170	1179	6
170	1557	2
170	696	2
171	1181	6
171	2158	2
171	746	2
171	1170	2
171	661	2
171	1928	2
171	404	4
171	3145	2
171	2566	2
171	2724	2
171	2342	2
171	2542	2
171	1217	2
172	1884	2
172	1613	3
173	3297	2
173	1789	4
173	1864	6
173	1068	5
173	173	1
174	2046	3
174	1182	2
174	1874	8
174	759	4
175	2777	2
175	3293	2
175	1594	21
175	1424	2
175	175	1
175	3050	3
175	2113	2
177	1759	4
1641	728	4
179	1480	3
179	1554	2
179	383	4
180	1582	2
180	180	1
180	1611	7
180	546	31
180	1652	2
180	774	2
180	2625	17
180	1813	6
181	2790	2
181	1503	3
181	1276	3
181	1662	3
181	574	2
181	1427	5
181	3287	3
181	2683	2
181	1995	5
181	1884	4
181	665	2
181	3239	4
181	1049	3
181	285	3
181	564	10
181	2595	12
181	806	2
181	2398	2
181	625	2
181	194	2
181	2000	5
181	693	3
181	2998	4
181	2240	10
181	361	9
182	1736	3
182	1691	5
182	3082	10
182	665	3
182	798	3
182	3085	3
182	384	6
182	3246	3
184	1874	5
184	2043	8
184	648	4
184	2198	4
184	536	10
184	2956	2
184	1668	16
184	2163	3
184	1243	8
184	2108	4
184	714	4
184	2697	24
184	805	8
184	2539	11
184	1400	7
184	976	4
184	184	6
184	1166	20
184	3238	14
184	2185	14
184	2127	12
185	1186	2
185	2659	3
185	1611	6
187	826	5
187	2426	2
187	1509	13
187	2656	2
188	3103	2
188	1328	3
188	600	2
188	2677	2
188	2392	2
188	1566	31
188	2584	2
188	188	3
188	477	5
188	2327	3
188	831	5
1643	380	15
190	1508	22
192	1602	5
192	1788	2
192	2992	6
192	1266	4
193	2607	2
193	193	1
193	2043	5
193	3223	6
193	465	3
193	3059	4
193	2601	2
193	1114	2
193	380	13
1173	1181	7
1173	746	2
1173	1928	2
1173	2306	2
1173	2566	2
1173	1425	2
1173	2158	2
1173	1013	2
1173	661	2
1173	2813	2
1173	1739	2
1173	2342	2
1173	2542	2
1173	1217	2
1173	1403	2
1173	1855	2
1173	2999	2
1173	1170	2
1173	404	4
1173	3145	2
1173	2724	2
1173	2365	2
1173	2297	2
195	3101	2
195	195	1
2209	2532	3
2209	1186	3
2209	592	4
2209	1783	2
2209	1453	8
2209	2745	6
196	1027	13
196	1659	3
196	1989	3
196	3220	4
196	129	3
196	1675	3
196	3010	9
196	3024	7
196	2093	3
196	884	9
196	758	3
196	1570	4
196	1347	5
196	1089	15
196	2228	10
196	850	11
196	901	7
196	2106	41
196	2689	5
196	279	4
196	669	3
196	2432	7
196	1100	4
196	1392	5
196	940	13
196	2116	7
196	1787	3
196	1004	5
196	2593	7
196	1631	9
196	2339	40
196	2596	3
196	1534	3
196	1254	4
196	2343	9
196	449	4
196	2772	5
196	3088	3
196	1690	2
196	2346	24
196	1327	5
196	730	6
196	1336	4
196	403	8
196	1750	3
196	353	3
196	196	3
196	2189	2
196	1555	3
196	2191	6
197	572	8
197	1004	2
197	2163	2
197	2390	2
197	309	8
197	2491	7
197	438	11
197	197	4
197	2360	4
197	1688	2
197	2571	2
197	940	10
197	2546	2
198	1888	2
198	1763	3
198	198	1
198	989	3
199	1186	2
200	2760	9
200	1296	4
200	2745	5
200	2596	3
200	200	8
200	2346	3
200	3155	2
200	2945	4
201	664	6
201	2138	3
201	1170	5
201	3069	3
201	866	6
201	2247	5
201	2677	6
201	1034	15
201	3017	4
201	2690	8
201	2341	6
201	920	2
201	2516	3
201	1825	5
202	1866	3
202	2164	3
202	2247	3
202	415	3
202	1034	7
202	1825	4
202	2050	3
202	3292	3
202	849	3
202	3190	3
202	1144	3
202	3069	4
202	1632	4
202	2387	3
202	1485	3
202	1732	6
202	2841	5
202	2341	6
202	1730	4
202	3092	8
202	1739	3
202	3149	3
202	202	2
202	2408	3
203	3063	10
203	1276	3
203	2595	6
203	1662	19
203	2169	5
203	1368	15
203	2037	2
203	896	14
203	2755	13
204	3323	3
204	2850	5
204	2472	5
204	2239	2
1232	1232	5
1232	2913	21
1232	3139	3
1232	2332	4
1232	320	10
1232	390	4
1232	2596	9
1232	43	8
1232	237	2
1232	2545	2
1232	252	4
1232	1816	8
1232	2074	3
1232	656	4
1232	1453	5
1232	1813	5
2210	713	3
2210	1509	12
2210	2596	7
207	1855	2
207	1181	6
207	746	2
207	1013	2
207	404	4
207	2306	2
207	2813	2
207	1425	2
207	1739	2
207	1403	2
207	2365	2
207	2999	2
208	2799	3
209	2673	2
209	2677	4
209	209	1
209	2566	2
209	574	2
209	1425	2
209	3012	2
209	3287	2
209	2739	2
209	1622	2
209	268	2
209	1572	2
209	2259	2
